table,column,value
storm,dates_active,August3–August10
storm,max_speed,961
storm,max_speed,995
storm,max_speed,1002
storm,max_speed,972
storm,max_speed,1007
storm,max_speed,977
storm,max_speed,983
storm,max_speed,988
storm,damage_millions_usd,1.49
storm,damage_millions_usd,4.05
storm,damage_millions_usd,10.75
storm,damage_millions_usd,13.0
storm,damage_millions_usd,0.039
storm,damage_millions_usd,29.3
storm,number_deaths,0
storm,number_deaths,2
storm,number_deaths,3
storm,number_deaths,7
storm,number_deaths,71
storm,number_deaths,52
region,region_id,1
region,region_id,2
region,region_id,3
region,region_id,4
region,region_id,5
region,region_id,6
region,region_id,7
region,region_id,8
region,region_id,9
region,region_id,10
region,region_id,11
region,region_id,12
region,region_id,13
region,region_code,AF
region,region_code,AL
region,region_code,AQ
region,region_code,DZ
region,region_code,DS
region,region_code,CZ
region,region_code,DJ
region,region_code,AG
region,region_code,CY
region,region_code,AO
region,region_code,AI
region,region_code,AD
region,region_code,DK
region,region_name,Angola
region,region_name,Anguilla
region,region_name,American Samoa
region,region_name,Czech Republic
region,region_name,Denmark
region,region_name,Cyprus
region,region_name,Albania
region,region_name,Antigua and Barbuda
region,region_name,Djibouti
region,region_name,Antarctica
region,region_name,Andorra
region,region_name,Afghanistan
region,region_name,Algeria
affected_region,region_id,1
affected_region,region_id,2
affected_region,region_id,3
affected_region,region_id,12
affected_region,storm_id,1
affected_region,storm_id,3
affected_region,storm_id,4
affected_region,storm_id,5
affected_region,number_city_affected,37.0
affected_region,number_city_affected,10.0
affected_region,number_city_affected,12.0
affected_region,number_city_affected,15.0
affected_region,number_city_affected,22.0
affected_region,number_city_affected,30.0
artist,artist_id,1
artist,artist_id,2
artist,artist_id,3
artist,artist_id,4
artist,artist_id,5
artist,artist_id,6
artist,artist_id,7
artist,artist,Gorgoroth
artist,artist,Triumfall
artist,artist,Black Flame
artist,artist,Tangorodrim
artist,artist,Ophiolatry
artist,age,34
artist,age,35
artist,age,49
artist,age,18
artist,age,22
artist,age,27
artist,famous_title,Bergen 1996
artist,famous_title,Transmutation
artist,famous_title,Unholy Metal Way (re-release)
artist,famous_title,Imperivm
artist,famous_title,Those Who Unleashed (re-release)
artist,famous_title,Antithesis of All Flesh
artist,famous_title,Antievangelistical Process (re-release)
artist,famous_release_date,2009
artist,famous_release_date,"June 15, 2009"
artist,famous_release_date,"June 23, 2008"
artist,famous_release_date,"January 21, 2008"
artist,famous_release_date,November 2007
volume,volume_id,1
volume,volume_id,2
volume,volume_id,3
volume,volume_id,4
volume,volume_id,5
volume,volume_id,6
volume,volume_id,7
volume,volume_id,8
volume,volume_id,9
volume,volume_id,10
volume,volume_issue,46:16
volume,volume_issue,45:21-22
volume,volume_issue,46:5
volume,volume_issue,46:9
volume,volume_issue,46:10
volume,volume_issue,46:14-15
volume,volume_issue,45:14 §
volume,volume_issue,45:15
volume,volume_issue,46:6-8
volume,volume_issue,45:16
volume,issue_date,28 February - 7 March
volume,issue_date,27 December 1986 - 10 January
volume,issue_date,17 January
volume,issue_date,11 July - 18 July
volume,issue_date,16 May - 30 May
volume,issue_date,25 July
volume,issue_date,13 June
volume,issue_date,24 January
volume,issue_date,9 May
volume,issue_date,6 June
volume,weeks_on_top,1.0
volume,weeks_on_top,2.0
volume,weeks_on_top,3.0
volume,song,Head to Toe 
volume,song, Walk Like an Egyptian 
volume,song, Touch Me (I Want Your Body) 
volume,song,Looking for a New Love
volume,song, La Isla Bonita 
volume,song, With or Without You 
volume,song, (I Just) Died in Your Arms 
volume,song, Always 
volume,song, Everybody Have Fun Tonight 
volume,song, The Way
volume,artist_id,1
volume,artist_id,2
volume,artist_id,4
volume,artist_id,5
volume,artist_id,6
music_festival,id,1
music_festival,id,2
music_festival,id,3
music_festival,id,4
music_festival,id,5
music_festival,id,6
music_festival,id,7
music_festival,id,8
music_festival,id,9
music_festival,music_festival,35th China Academy Prize
music_festival,music_festival,34th European Academy Prize
music_festival,music_festival,37th Sweden Academy Prize
music_festival,music_festival,40th Japan Academy Prize
music_festival,music_festival,34th England Academy Prize
music_festival,music_festival,34th Japan Academy Prize
music_festival,music_festival,36th Japan Academy Prize
music_festival,music_festival,34th USA Academy Prize
music_festival,music_festival,37th Canadian Academy Prize
music_festival,date_of_ceremony,18 February 2011
music_festival,category,Best Song
music_festival,category,Best Lyrics
music_festival,category,Best Sound Song
music_festival,volume,1
music_festival,volume,2
music_festival,volume,3
music_festival,volume,4
music_festival,volume,5
music_festival,volume,6
music_festival,volume,7
music_festival,volume,8
music_festival,volume,9
music_festival,result,Nominated
music_festival,result,Awarded
addresses,address_id,1
addresses,address_id,2
addresses,address_id,3
addresses,address_id,4
addresses,address_id,5
addresses,address_id,6
addresses,address_id,7
addresses,address_id,8
addresses,address_id,9
addresses,address_id,10
addresses,address_id,11
addresses,address_id,12
addresses,address_id,13
addresses,address_id,14
addresses,address_id,15
addresses,line_1,7081 Eda Center
addresses,line_1,3999 Aufderhar Ways Suite 593
addresses,line_1,0643 Muller Vista
addresses,line_1,2294 Grant Square Apt. 235
addresses,line_1,9283 Schulist Falls Apt. 037
addresses,line_1,74046 Metz Walk Apt. 113
addresses,line_1,492 Wilkinson Route
addresses,line_1,858 Peggie Bypass Suite 212
addresses,line_1,0144 Lamar Plaza Apt. 346
addresses,line_1,186 Evan Motorway Apt. 409
addresses,line_1,16998 Mraz Lodge
addresses,line_1,202 Hessel Views Apt. 468
addresses,line_1,979 Haag Shores Suite 656
addresses,line_1,67942 Carlotta Ferry Apt. 686
addresses,line_1,193 Marlin Brook
addresses,line_2,Apt. 388
addresses,line_2,Suite 830
addresses,line_2,Apt. 583
addresses,line_2,Suite 865
addresses,line_2,Suite 079
addresses,line_2,Apt. 370
addresses,line_2,Suite 674
addresses,line_2,Apt. 305
addresses,line_2,Apt. 689
addresses,line_2,Suite 703
addresses,line_2,Suite 383
addresses,line_2,Apt. 406
addresses,line_2,Suite 239
addresses,line_2,Apt. 468
addresses,line_2,Apt. 335
addresses,line_3,
addresses,city,Michelleburgh
addresses,city,Port Oceane
addresses,city,North Omer
addresses,city,Port Elvisfurt
addresses,city,Rutherfordtown
addresses,city,Goodwinhaven
addresses,city,South Palma
addresses,city,New Clemensburgh
addresses,city,Prohaskafort
addresses,city,Mariliehaven
addresses,city,Lake Laishafurt
addresses,city,Port Evanston
addresses,city,Herzoghaven
addresses,city,Lake Careyberg
addresses,city,Port Chelsea
addresses,zip_postcode,068
addresses,zip_postcode,895
addresses,zip_postcode,386
addresses,zip_postcode,400
addresses,zip_postcode,839
addresses,zip_postcode,847
addresses,zip_postcode,446
addresses,zip_postcode,541
addresses,zip_postcode,148
addresses,zip_postcode,590
addresses,zip_postcode,777
addresses,zip_postcode,669
addresses,zip_postcode,638
addresses,zip_postcode,943
addresses,zip_postcode,902
addresses,state_province_county,Florida
addresses,state_province_county,Washington
addresses,state_province_county,Virginia
addresses,state_province_county,Hawaii
addresses,state_province_county,Delaware
addresses,state_province_county,WestVirginia
addresses,state_province_county,Idaho
addresses,state_province_county,Kansas
addresses,state_province_county,Wyoming
addresses,state_province_county,SouthDakota
addresses,state_province_county,Kentucky
addresses,state_province_county,NorthCarolina
addresses,state_province_county,Arkansas
addresses,country,Angola
addresses,country,Gibraltar
addresses,country,Samoa
addresses,country,Lesotho
addresses,country,Saudi Arabia
addresses,country,Gabon
addresses,country,Cook Islands
addresses,country,Kyrgyz Republic
addresses,country,Croatia
addresses,country,Norfolk Island
addresses,country,New Caledonia
addresses,country,Bermuda
addresses,country,Burundi
addresses,country,Iceland
addresses,country,Haiti
addresses,other_address_details,
courses,course_id,1
courses,course_id,2
courses,course_id,3
courses,course_id,4
courses,course_id,5
courses,course_id,6
courses,course_id,7
courses,course_id,8
courses,course_id,9
courses,course_id,10
courses,course_id,11
courses,course_id,12
courses,course_id,13
courses,course_id,14
courses,course_id,15
courses,course_name,pl
courses,course_name,cal
courses,course_name,ai
courses,course_name,math
courses,course_name,oop
courses,course_name,os
courses,course_name,dl
courses,course_name,la
courses,course_name,ml
courses,course_name,rs
courses,course_name,ds
courses,course_name,en
courses,course_name,fr
courses,course_name,db
courses,course_name,nlp
courses,course_description,v
courses,course_description,d
courses,course_description,n
courses,course_description,q
courses,course_description,l
courses,course_description,c
courses,course_description,w
courses,course_description,k
courses,course_description,b
courses,course_description,p
courses,other_details,
departments,department_id,1
departments,department_id,2
departments,department_id,3
departments,department_id,4
departments,department_id,5
departments,department_id,6
departments,department_id,7
departments,department_id,8
departments,department_id,9
departments,department_id,10
departments,department_id,11
departments,department_id,12
departments,department_id,13
departments,department_id,14
departments,department_id,15
departments,department_name,geography
departments,department_name,math
departments,department_name,statistics
departments,department_name,law
departments,department_name,economics
departments,department_name,biology
departments,department_name,medical
departments,department_name,drama
departments,department_name,engineer
departments,department_name,history
departments,department_name,management
departments,department_name,linguistic
departments,department_name,dance
departments,department_name,art
departments,department_name,computer science
departments,department_description,nihil
departments,department_description,natus
departments,department_description,consequatur
departments,department_description,in
departments,department_description,doloribus
departments,department_description,error
departments,department_description,aliquam
departments,department_description,nisi
departments,department_description,non
departments,department_description,autem
departments,department_description,ea
departments,department_description,nostrum
departments,department_description,dolorem
departments,other_details,
degree_programs,degree_program_id,1
degree_programs,degree_program_id,2
degree_programs,degree_program_id,3
degree_programs,degree_program_id,4
degree_programs,degree_program_id,5
degree_programs,degree_program_id,6
degree_programs,degree_program_id,7
degree_programs,degree_program_id,8
degree_programs,degree_program_id,9
degree_programs,degree_program_id,10
degree_programs,degree_program_id,11
degree_programs,degree_program_id,12
degree_programs,degree_program_id,13
degree_programs,degree_program_id,14
degree_programs,degree_program_id,15
degree_programs,department_id,2
degree_programs,department_id,3
degree_programs,department_id,4
degree_programs,department_id,7
degree_programs,department_id,8
degree_programs,department_id,11
degree_programs,department_id,12
degree_programs,department_id,13
degree_programs,department_id,14
degree_programs,department_id,15
degree_programs,degree_summary_name,Bachelor
degree_programs,degree_summary_name,PHD
degree_programs,degree_summary_name,Master
degree_programs,degree_summary_description,unde
degree_programs,degree_summary_description,qui
degree_programs,degree_summary_description,quam
degree_programs,degree_summary_description,cumque
degree_programs,degree_summary_description,aut
degree_programs,degree_summary_description,architecto
degree_programs,degree_summary_description,voluptas
degree_programs,degree_summary_description,officiis
degree_programs,degree_summary_description,assumenda
degree_programs,degree_summary_description,esse
degree_programs,degree_summary_description,placeat
degree_programs,degree_summary_description,earum
degree_programs,degree_summary_description,et
degree_programs,degree_summary_description,aperiam
degree_programs,other_details,
sections,section_id,1
sections,section_id,2
sections,section_id,3
sections,section_id,4
sections,section_id,5
sections,section_id,6
sections,section_id,7
sections,section_id,8
sections,section_id,9
sections,section_id,10
sections,section_id,11
sections,section_id,12
sections,section_id,13
sections,section_id,14
sections,section_id,15
sections,course_id,1
sections,course_id,2
sections,course_id,4
sections,course_id,5
sections,course_id,6
sections,course_id,7
sections,course_id,8
sections,course_id,9
sections,course_id,10
sections,course_id,12
sections,course_id,14
sections,section_name,y
sections,section_name,d
sections,section_name,e
sections,section_name,h
sections,section_name,j
sections,section_name,g
sections,section_name,f
sections,section_name,l
sections,section_name,c
sections,section_name,u
sections,section_name,k
sections,section_name,a
sections,section_name,o
sections,section_name,p
sections,section_name,b
sections,section_description,ad
sections,section_description,qui
sections,section_description,facilis
sections,section_description,nesciunt
sections,section_description,non
sections,section_description,voluptas
sections,section_description,doloremque
sections,section_description,provident
sections,section_description,reprehenderit
sections,section_description,quis
sections,section_description,ex
sections,section_description,et
sections,section_description,voluptatem
sections,other_details,
semesters,semester_id,1
semesters,semester_id,2
semesters,semester_id,3
semesters,semester_id,4
semesters,semester_id,5
semesters,semester_id,6
semesters,semester_id,7
semesters,semester_id,8
semesters,semester_id,9
semesters,semester_id,10
semesters,semester_id,11
semesters,semester_id,12
semesters,semester_id,13
semesters,semester_id,14
semesters,semester_id,15
semesters,semester_name,spring 2017
semesters,semester_name,fall 2018
semesters,semester_name,spring 2010
semesters,semester_name,fall 2010
semesters,semester_name,summer 2010
semesters,semester_name,spring 2016
semesters,semester_name,winter 2018
semesters,semester_name,spring 2019
semesters,semester_name,spring 2015
semesters,semester_name,winter 2010
semesters,semester_name,spring 2012
semesters,semester_name,spring 2013
semesters,semester_name,spring 2018
semesters,semester_name,spring 2014
semesters,semester_description,y
semesters,semester_description,q
semesters,semester_description,g
semesters,semester_description,f
semesters,semester_description,x
semesters,semester_description,l
semesters,semester_description,t
semesters,semester_description,m
semesters,semester_description,c
semesters,semester_description,w
semesters,semester_description,o
semesters,other_details,
students,student_id,1
students,student_id,2
students,student_id,3
students,student_id,4
students,student_id,5
students,student_id,6
students,student_id,7
students,student_id,8
students,student_id,9
students,student_id,10
students,student_id,11
students,student_id,12
students,student_id,13
students,student_id,14
students,student_id,15
